"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMCR2312","ASAS PENGURUSAN KUALITI","2","C4","","Kursus ini memperkenalkan kepada para pelajar mengenai konsep dan isu kualiti termasuk pengurusan dan sistem kualiti. Sejarah perkembangan dan tokoh-tokoh yang telah memajukan konsep ini turut diperkenalkan. Melalui kursus ini, para pelajar akan didedahkan kepada kepentingan kualiti dalam perkhidmatan dan pengurusan pentadbiran organisasi. Prinsip, kaedah dan pelaksanaan sistem kualiti akan turut diberikan penekanan. Huraian tentang sistem-sistem pengurusan kualiti antarabangsa termasuk ISO9000 turut dilakukan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Service Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2322","KURSUS PEMIKIRAN KREATIF DAN INOVATIF","2","C3","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2323","PERSEKITARAN DAN KESIHATAN","3","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2332","EKOLOGI GLOBAL DAN PEMBANGUNAN LESTARI","2","C5","","Kursus ini mendedahkan para pelajar kepada isu dan status persekitaran global pada masa kini, khususnya pencemaran alam sekitar, perubahan iklim global, kesan rumah hijau dan krisis biodiversiti. Mereka akan didedahkan kepada aktiviti manusia dan impaknya terhadap persekitaran dalam konteks ketetapan yang diambil di peringkat antarabangsa. Dengan cara ini, mereka dijangka dapat memahami konsep pembangunan lestari dan peranannya dalam kesejahteraan persekitaran. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk forum dan pembelajaran berasaskan masalah","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2342","ISU-ISU KEKELUARGAAN","2","C6","","Keluarga adalah unit sosial paling asas yang membina sesebuah masyarakat dan membekalkan sumber modal insan bagi pembangunan negara. Keluarga juga merupakan institusi pendidikan terawal bagi seseorang individu kerana di sinilah  seseorang belajar berkomunikasi dengan orang lain, memberi dan menerima kasih sayang, membina potensi diri serta  membentuk gaya hidup. Keluarga yang sihat dan sejahtera berupaya menyumbang kepada pembentukan individu yang  berwawasan serta mempunyai jati diri yang selari dengan tuntutan agama, bangsa dan negara. Kursus ini akan  membincangkan mengenai definisi dan konsep-konsep asas dalam kajian keluarga. Selain itu, kursus ini memfokuskan 
kepada hal-hal berkaitan trend serta cabaran yang dihadapi oleh institusi keluarga pada masa kini. Antara yang akan  dibincangkan termasuklah persoalan tentang perubahan trend dalam usia perkahwinan, poligami, perceraian, kehamilan luar  nikah, pengaruh teknologi dalam pengalaman hidup berkeluarga, keibubapaan, kesihatan dan keluarga, dan pengurusan ekonomi rumah tangga.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2362","FALSAFAH BERFIKIR","2","C3","","Kursus ini membincangkan isu-isu yang asas mengenai falsafah dan pemikiran. Tujuan kursus ini adalah untuk meningkatkan pemahaman pelajar mengenai konsep falsafah serta kerelevanannya pada abad yang ke-21 ini. Disebabkan falsafah juga didefinisikan sebagai “kecintaaan terhadap hikmah atau kebijaksanaan”, kursus ini akan membincangkan pengertian hikmah pada pada pandangan Barat dan Islam serta kepentingannya. Kursus ini turut juga memberikan kefahaman mengenai konsep pemikiran berserta aliran-alirannya dan tiga kaedah pemikiran yang utama iaitu pemikiran kritis atau logik, pemikiran saintifik, pemikiran kreatif dan pemikiran lateral. Kursus ini juga akan membincangkan isu-isu dalam falsafah pemikiran seperti dualisme, kebebasan manusia serta kebolehan manusia menyelesaikan masalah. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah dan pembelajaran berasaskan projek.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2372","ISU-ISU EKONOMI","2","C1","","Kursus ini membicarakan mengenai isu-isu ekonomi konvensional dan Islam dari segi dasar dan aplikasinya kepada pembangunan negara. Isu-isu semasa yang menjadi fokus di dalam kursus ini ialah perbezaan sistem kapitalis, sosialis dan Islam, riba, kaedah-kaedah transaksi di dalam muamalat Islam, bursa saham dan peranannya, saham dan bon, sistem takaful dan insurans, sistem perbankan, gadaian Islam dan konvensional. Beberapa konsep di dalam institusi perlaksanaan muamalat Islam juga diperincikan seperti mudharabah dan murabahah. Respons pelajar akan dinilai berasaskan aktivitiaktiviti kursus yang dijalankan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2392","PENGURUSAN MASA","2","C4","","Kursus ini memperkenalkan kepada pelajar mengenai konsep dan falsafah pengurusan masa yang berkesan. Melalui kursus ini, pelajar didedahkan kepada kepentingan pengurusan masa berkesan dalam interaksi sosial formal seperti perkhidmatan dan pengurusan pentadbiran organisasi dan suasana tidak formal seperti kehidupan seharian. Pelajar akan belajar mengenai istilah, kaedah dan pelaksanaan pengurusan masa berkesan. Aktiviti pengajaran dan pembelajaran (p & p) dalam kursus ini dilaksanakan dalam pelbagai bentuk pembelajaran aktif seperti diskusi kumpulan, seminar, dan mengendalikan projek pembelajaran berasaskan khidmat masyarakat (service learning project).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2402","PEMIKIRAN KREATIF DALAM KEUSAHAWANAN","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2412","KEPIMPINAN DAN KEMAHIRAN INTERPESONAL","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2422","KEMAHIRAN BERFIKIR","2","C3","","Kursus ini menyediakan pelajar dengan pengetahuan asas mengenai fungsi otak dan kaedah berfikir dan aplikasi pemikiran. Tajuk-tajuk yang dibincangkan termasuk perkembangan dan kemampuan otak manusia, konsep dualisme otak dan minda terancang dan terpendam, konsep berfikir secara logik, kreatif, falasi, pemikiran lateral dan paralel dan kritikal juga dibincangkan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2432","KEMAHIRAN PENGURUSAN HARTA","2","C4","","Kursus ini bertujuan untuk memberi pemahaman kepada pelajar mengenai konsep, dasar pengurusan dan pentadbiran harta 
yang diamalkan di Malaysia. Perbincangan dimulakan dengan memperkenalkan asas dan teori pengurusan harta serta 
definisi harta dengan merujuk kepada perkembangan kontemporari secara perbandingan antara syarak dan sivil. Kemudian, 
kursus ini membincangkan penjenisan harta, pemilikan harta dan syarat
keahlian di dalam pemilikan harta. Selain dari itu, perbincangan ini turut melibatkan peruntukan undang-undang mengenai 
harta yang terpakai di Malaysia. Akhir sekali, kursus ini akan membincangkan juga produk-produk pengurusan harta terkini 
serta agensi-agensi sama ada kerajaan mahupun swasta yang mengendalikan pengurusan harta di Malaysia. Pengajaran dan 
pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Service 
Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2442","KEMAHIRAN KESANTUNAN BERBAHASA","2","C2","","Matlamat kursus ialah untuk untuk meningkatkan kepekaan dan penguasaan pelajar-pelajar tentang kesantunan berbahasa. Ini bertujuan untuk membentuk insan yang mulia dan makruf dari segitingkahlaku dan juga tutur kata yang akan dimanifestasikan melalui bahasa verbal dan nonverbal. Pelajar-pelajar akan diberi ilmu dan amalan kesantunan berbahasa yang merangkumi aspek-aspek peraturan linguistik, sosiolinguistik dan pragmatik. Diakhir kursus ini adalah diharapkan pelajar boleh mendemonstrasikan ciri-ciri kesantunan yang akan membentuk ketrampilan diri individu yang berkaliber dan berkualiti. Secara keseluruhannya, pendedahan mengenai kursus ini dilihat dari perspektif linguistik, sosiolinguistik dan pragmatik. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Experential Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2452","PENGURUSAN PROGRAM MERENTAS NEGARA","2","C4","","Pengurusan Program Merentas Negara ini bertujuan memperkenalkan kepada para pelajar cara menguruskan projek yang melibatkan lawatan sambil belajar ke luar negara. Penekanan akan diberikan kepada kemahiran pengendalian projek, kemahiran komunikasi, pemikiran kritis, membina jaringan ilmu dan pembelajaran pemacu kendiri pelajar. Aktiviti pembelajaran merangkumi latihan dalam kumpulan, simulasi, penulisan dokumen rasmi dan kerja lapangan diperingkat antarabangsa.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2462","PENYELESAIAN MASALAH KREATIF","2","C3","","Matlamat kursus ini ialah untuk memberi pendedahan dan kefahaman mengenai kreativiti dan teknik menyelesaikan masalah secara kreatif. Ia melibatkan pendedahan kepada kepentingan, pengertian, teori-teori serta halangan-halangan kepada kreativiti. Perbincangan mengenai teori-teori kreativiti melibatkan penghuraian mengenai faktor-faktor yang mempengaruhi daya kreativiti individu seperti IQ, personaliti, biologi, persekitaran, budaya dan motivasi. Istilah Pemikiran konvergen dan divergen juga akan diperkenalkan. Konsep, jenis serta beberapa pendekatan menyelesaikan masalah akan turut dibincangkan. Intipati utama kursus ini ialah perbincangan mengenai proses atau langkah-langkah menyelesaikan masalah secara kreatif seperti pencarian masalah, pendefinisian masalah, pencarian idea dan melaksanakan tindakan. Para pelajar juga akan turut didedahkan dengan teknik-teknik menyelesaikan masalah secara kreatif seperti sumbangsaran, pemikiran lateral, pemikiran analogikal, IDEAL atau SIMPLEX, sinektik dan sebagainya. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah dan pembelajaran berasaskan projek.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2472","PENJAGAAN KESIHATAN REPRODUKTIF","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2482","ASAS REKA BENTUK GRAFIK","2","C4","","Kursus ini bertujuan untuk menyediakan pelajar dengan kemahiran menjana pelbagai idea kreatif dan mengaplikasikannya ke dalam reka bentuk grafik kontemporari. Dalam menguasai reka bentuk grafik ini, pelajar juga akan didedahkan dengan aspek pemikiran kreatif, elemen dan prinsip seni, serta penggunaan perisian grafik terkini.","","2022-01-26T22:21:56.000000Z"
"LMCR2492","LOGO & IDENTITI KORPORAT","2","C4","","Kursus ini bertujuan untuk menyediakan pelajar dengan kemahiran menjana pelbagai idea kreatif dan mengaplikasikannya ke dalam rekaan logo dan identiti korporat yang unik sesuai dengan konsepnya. Dalam menghasilkan logo dan indentiti korporat ini, pelajar akan didedahkan dengan aspek pemikiran kreatif, elemen dan prinsip seni, serta penggunaan teknologi perisian grafik.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2522","PENDEKATAN SATU KESIHATAN DAN PENYAKIT ZOONOSIS","2","C5","","Kursus ini bertujuan bagi membangunkan kebolehan diri pelajar mengaplikasikan One Health Approach semasa pengendalian kes-kes zoonosis. Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan teori di dalam kelas yang memberi tumpuan kepada empat elemen utama yang berinteraksi iaitu manusia, persekitaran, haiwan dan agen; tujuh kompetensi teras dan mengaplikasi teras tersebut dalam kajian kes yang dipilih. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan kes senario, lawatan ke pusat penyembelihan lembu, dan makmal (i.e. makmal kesihatan awam dan makmal veterinar).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2523","PENGATURCARAAN PERMAINAN DAN BUDAYA MALAYSIA","3","C5","","Kursus ini memperkenalkan pengaturcaraan permainan mengguna artifak budaya Malaysia. Kursus ini meliputi topik seperti Sejarah permainan dan bermain sebagai aktiviti sosio-budaya; Permainan dalam budaya dan warisan Malaysia; Pembangunan aset permainan: pemodelan dan animasi; Reka bentuk dan pembangunan permainan: reka bentuk antara muka dan input; integrasi aset; pengaturcaraan permainan dan Penerbitan permainan: pengujian dan pengedaran. Kursus ini memandu pelajar membangunkan permainan komputer mereka sendiri melalui pembelajaran mengintegrasi pengetahuan dan kemahiran silang disiplin.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2602","PARASIT DAN VEKTOR : TINJAUAN KOMUNITI ORANG ASLI","2","C6","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep dan teori umum mengenai jangkitan parasit dan vektor di kalangan komuniti Orang Asli di Malaysia. Pelajar akan didedahkan mengenai isu berkaitan kesihatan khususnya jangkitan parasit dan penyakit bawaan vektor yang endemik dalam komuniti ini. Selain itu, tumpuan khusus akan diberikan mengenai kaedah umum pengurusan jangkitan parasit dan penyakit bawaan vektor. Pelajar perlu berupaya untuk menguruskan kerja lapangan dan bekerja sebagai satu pasukan. Mereka juga perlu menunjukkan pemahaman teori umum dengan mengaplikasikan pengetahuan berkaitan semasa di lapangan. Secara keseluruhannya, pendedahan mengenai kursus ini dilihat dari perspektif pengetahuan umum mengenai jangkitan parasit dan vektor dan implikasinya terhadap komuniti Orang Asli di Malaysia. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah interaktif, tugasan berasaskan isu semasa, dan kerja berpasukan di lapangan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2612","ASAS KESELAMATAN DAN RISIKO TEMPAT KERJA","2","C6","","Kursus ini melatih pelajar mengenalpasti bahaya (hazad) dan risiko yang terdapat di tempat kerja. Pelajar boleh mencadangkan kaedah-kaedah kawalan dan pencegahan risiko bahaya yang mereka kenalpasti di tempat kerja tersebut. Kemahiran ini boleh digunakan oleh pelajar untuk memastikan mereka dan pekerja lain selamat dan sihat apabila mereka menjadi pekerja nanti. Pelajar diberi pengetahuan untuk mengenalpasti jenis-jenis bahaya yang ada di tempat kerja saperti bahaya biologi, kimia, fizik, ergonomik, psikososial dan keselamatan. Pengiraan risiko relatif, penarafan risiko dan prinsip pencegahan bahaya mengikut tahap risiko akan diajar kepada pelajar. Pelajar dikehendaki melawat tempat kerja yang diminati untuk bekerja dan melakukan praktikal dalam mengenalpasti hazad dan mengira nilai risiko bahaya tersebut dan mencadangkan kaedah pencegahannya.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR2622","PENDEKATAN SATU KESIHATAN DAN PENYAKIT ZOONOsSIS","2","C5","","Kursus ini bertujuan bagi membangunkan kebolehan diri pelajar mengaplikasikan One Health Approach semasa pengendalian kes-kes zoonosis. Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan teori di dalam kelas yang memberi tumpuan kepada empat elemen utama yang berinteraksi iaitu manusia, persekitaran, haiwan dan agen; tujuh kompetensi teras dan mengaplikasi teras tersebut dalam kajian kes yang dipilih. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan kes senario, lawatan ke pusat penyembelihan lembu, dan makmal (i.e. makmal kesihatan awam dan makmal veterinar).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3033","KAJIAN KES KEUSAHAWANAN","3","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3102","PATRIOSTISME","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3112","SEJARAH PEMIKIRAN II","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3132","FALSAFAH ALAM SEKITAR","2","C1","","Kursus ini memperkenalkan pelajar kepada konsep-konsep falsafah dan pencerapannya dalam konteks pengurusan alam sekitar. Bahagian pertama memberikan takrif dan menghuraikan beberapa jalur pemikiran tentang alam sekitar. Perbincangan meliputi prinsip-prinsip anutan dan asal-usulnya. Bahagian kedua membincangkan beberapa kes contoh dalam pengurusan alam sekitar. Di samping mendedahkan pelajar kepada pengetahuan mengenai falsafah alam sekitar, pelajar juga dilatih dengan kemahiran menganalisis isu-isu berpunca daripada perbezaan nilai.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3142","BELIA PATRIOT","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3152","INTEGRITI DAN RASUAH","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3162","INOVASI REVOLUSI INDUSTRI SOSIAL","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3172","PRINSIP KEDAULATAN DAN KETATANEGARAAN MALAY","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3202","BAHASA MELAYU DALAM PENGURUSAN PEJABAT","2","C2","","Kursus ini bertujuan bagi membimbing pelajar terhadap keperluan penggunaan bahasa Melayu dalam pengurusan pejabat. Pelajar bukan sahaja diberi teori semata-mata tetapi juga diberi pengajaran dalam bentuk praktikal untuk memastikan pelajar dapat menguasai kursus sepenuhnya. Kaedah pengajaran yang akan digunakan ialah latih-tubi, main pernanan, sumbang saran dan lain-lain lagi. Pelajar juga akan memahami aspek-aspek penting dalam menentukan kepentingan penggunaan bahasa Melayu dalam hal pengurusan pejabat seperti penulisan surat rasmi, minit mesyuarat, kertas kerja, memorandum dan sebagainya.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
